incident_id,year,month,day_of_week,season,time_of_day,country,area_type,population_density_per_sqkm,crime_type,crime_severity_score,victim_count,victim_gender,victim_age_group,injuries_reported,fatalities,financial_loss_usd,weapon_used,suspect_status,case_status,reporting_method,response_time_minutes,officers_assigned,investigation_duration_days,repeat_offender,gang_related,drug_related,cctv_coverage,lighting_condition,prior_incidents_same_location,safety_index,crime_resolved
CRM0006213,2022,11,Thursday,Autumn,Night (10pm-2am),India,Suburban,492,Burglary,4.5,1,Male,36-45,0,0,1383.04,Knife,At Large,Pending Trial,Police Station,26.7,1,157,No,No,No,No Coverage,Well Lit,2,50.9,Yes
CRM0006214,2022,9,Sunday,Autumn,Morning (6am-12pm),Australia,Rural,40,Burglary,4.5,1,Male,Under 18,0,0,42.46,Blunt Object,Unknown,Open - Active,Police Station,34.0,1,58,Unknown,No,No,No Coverage,Poorly Lit,0,66.8,Yes
CRM0006215,2023,10,Thursday,Winter,Late Night (2am-6am),South Africa,Remote,9,Drug Offense,6.3,1,Male,36-45,0,0,33.96,None,Unknown,Closed - Solved,Community Report,14.9,6,164,No,No,No,Partial Coverage,Poorly Lit,1,61.4,Yes
CRM0006216,2024,5,Tuesday,Autumn,Evening (6pm-10pm),Pakistan,Rural,31,Burglary,5.8,1,Male,46-55,0,0,961.99,Knife,At Large,Open - Cold Case,Community Report,63.8,4,66,Yes,Unknown,No,Full Coverage,Poorly Lit,4,79.8,No
CRM0006217,2021,8,Thursday,Summer,Evening (6pm-10pm),Australia,Rural,105,Domestic Violence,6.6,1,Male,46-55,1,0,16.83,Unknown,Unknown,Open - Active,Online Portal,55.6,4,51,No,No,No,No Coverage,Poorly Lit,1,39.7,No
CRM0006218,2022,5,Saturday,Winter,Night (10pm-2am),Germany,Urban,9527,Robbery,7.4,1,Male,56-65,1,0,324.75,Firearm,Arrested,Open - Active,Anonymous Tip,18.0,3,9,Yes,No,No,No Coverage,Poorly Lit,0,31.8,No
CRM0006219,2022,8,Tuesday,Summer,Morning (6am-12pm),Australia,Urban,946,Fraud,5.9,4,Male,26-35,0,0,9301.54,Blunt Object,At Large,Closed - Solved,Emergency Call,27.2,4,45,Unknown,No,Yes,Partial Coverage,Well Lit,2,48.2,No
CRM0006220,2021,7,Thursday,Summer,Afternoon (12pm-6pm),Nigeria,Rural,201,Murder,9.7,2,Female,26-35,3,2,135.69,Unknown,At Large,Closed - Unsolved,Police Station,14.3,4,15,No,No,No,No Coverage,Poorly Lit,2,36.9,No
CRM0006221,2023,12,Tuesday,Summer,Morning (6am-12pm),Brazil,Rural,33,Theft,2.9,5,Male,36-45,0,0,436.04,None,Convicted,Closed - Solved,Police Station,48.8,2,8,No,Unknown,No,No Coverage,No Lighting,5,73.7,Yes
CRM0006222,2023,4,Saturday,Spring,Night (10pm-2am),France,Urban,489,Robbery,6.7,1,Male,46-55,0,0,101.82,None,At Large,Open - Active,Emergency Call,11.5,3,62,Yes,No,Yes,Partial Coverage,No Lighting,2,26.1,No
CRM0006223,2021,7,Thursday,Spring,Late Night (2am-6am),South Africa,Remote,15,Burglary,6.0,1,Female,36-45,0,0,211.57,None,Convicted,Closed - Solved,Police Station,112.6,3,41,No,No,No,Full Coverage,Well Lit,5,71.7,No
CRM0006224,2022,6,Tuesday,Summer,Evening (6pm-10pm),UK,Urban,1503,Robbery,8.7,1,Male,65+,1,0,575.16,Knife,Convicted,Closed - Solved,Online Portal,26.8,3,43,Yes,No,No,Full Coverage,Partially Lit,3,59.1,No
CRM0006225,2020,3,Wednesday,Autumn,Morning (6am-12pm),South Africa,Urban,4387,Domestic Violence,6.0,3,Male,36-45,4,0,118.25,Chemical,At Large,Closed - Solved,Emergency Call,10.0,4,24,No,No,Yes,Partial Coverage,Poorly Lit,2,18.8,Yes
CRM0006226,2023,9,Friday,Summer,Night (10pm-2am),Egypt,Suburban,368,Domestic Violence,5.8,1,Male,65+,4,0,38.0,Unknown,Acquitted,Pending Trial,Police Station,19.7,5,177,No,Yes,No,No Coverage,Well Lit,0,67.3,No
CRM0006227,2020,12,Friday,Winter,Night (10pm-2am),Germany,Urban,748,Burglary,4.7,1,Male,26-35,0,0,1658.63,Firearm,Arrested,Open - Active,Police Station,38.9,8,67,No,No,No,Partial Coverage,Poorly Lit,1,61.8,No
CRM0006228,2024,10,Friday,Autumn,Evening (6pm-10pm),UK,Urban,1503,Cybercrime,3.8,1,Male,36-45,0,0,3094.55,Knife,Convicted,Closed - Solved,Emergency Call,30.6,3,16,No,Unknown,No,Partial Coverage,Partially Lit,4,45.4,No
CRM0006229,2023,9,Saturday,Winter,Afternoon (12pm-6pm),Egypt,Rural,170,Theft,2.4,1,Male,36-45,0,0,398.4,Firearm,At Large,Closed - Unsolved,Police Station,54.3,4,30,No,Unknown,No,Partial Coverage,Poorly Lit,3,80.2,Yes
CRM0006230,2022,5,Wednesday,Spring,Afternoon (12pm-6pm),USA,Urban,958,Kidnapping,8.2,1,Female,65+,6,0,223.89,None,At Large,Closed - Unsolved,Police Station,16.5,3,7,No,Yes,No,Partial Coverage,Well Lit,2,36.4,No
CRM0006231,2023,8,Wednesday,Summer,Morning (6am-12pm),Pakistan,Urban,2018,Domestic Violence,5.8,3,Male,56-65,0,0,6.94,None,Arrested,Open - Cold Case,Police Station,26.3,2,9,No,No,No,Partial Coverage,Well Lit,4,35.8,Yes
CRM0006232,2024,7,Sunday,Summer,Morning (6am-12pm),Pakistan,Rural,63,Extortion,6.8,4,Female,26-35,0,0,74.19,Knife,Unknown,Pending Trial,Anonymous Tip,34.6,2,20,No,No,No,Full Coverage,Well Lit,1,30.5,No
CRM0006233,2023,9,Sunday,Autumn,Morning (6am-12pm),France,Urban,1445,Theft,2.2,1,Female,Under 18,0,0,1161.32,None,At Large,Open - Active,Online Portal,38.4,5,39,No,Unknown,Yes,No Coverage,Partially Lit,2,56.4,No
CRM0006234,2021,7,Saturday,Autumn,Night (10pm-2am),UK,Urban,2621,Fraud,3.5,2,Female,Under 18,0,0,1984.7,None,At Large,Closed - Solved,Community Report,8.4,5,34,No,No,Yes,Full Coverage,Poorly Lit,5,28.1,No
CRM0006235,2022,4,Saturday,Summer,Night (10pm-2am),Mexico,Urban,1268,Burglary,5.6,1,Female,26-35,0,0,699.38,Firearm,Convicted,Closed - Solved,Community Report,27.0,5,30,No,No,Unknown,No Coverage,No Lighting,2,57.3,Yes
CRM0006236,2024,4,Monday,Winter,Late Night (2am-6am),Pakistan,Urban,335,Robbery,7.5,3,Female,46-55,1,0,413.38,Firearm,Unknown,Closed - Solved,Online Portal,17.7,1,1,No,No,No,Partial Coverage,Poorly Lit,3,73.8,No
CRM0006237,2023,11,Sunday,Summer,Afternoon (12pm-6pm),Indonesia,Urban,1396,Domestic Violence,5.8,1,Male,26-35,3,0,87.51,None,Arrested,Closed - Unsolved,Anonymous Tip,12.1,10,9,No,No,Unknown,Partial Coverage,Partially Lit,2,73.1,Yes
CRM0006238,2023,8,Saturday,Spring,Evening (6pm-10pm),UK,Urban,1108,Burglary,6.5,1,Male,18-25,0,0,921.25,Unknown,Arrested,Closed - Solved,Police Station,43.4,3,18,Yes,No,No,Full Coverage,Poorly Lit,2,75.7,Yes
CRM0006239,2024,6,Saturday,Spring,Morning (6am-12pm),Pakistan,Urban,1651,Arson,6.6,2,Female,Under 18,8,1,156.64,Knife,Acquitted,Closed - Unsolved,Police Station,9.5,3,63,No,No,Yes,Full Coverage,Well Lit,5,64.4,No
CRM0006240,2024,9,Sunday,Spring,Evening (6pm-10pm),UK,Urban,1842,Drug Offense,5.1,2,Female,46-55,0,0,83.79,None,Unknown,Closed - Solved,Community Report,11.1,4,22,No,Unknown,Yes,No Coverage,Partially Lit,4,47.0,No
CRM0006241,2024,10,Sunday,Autumn,Night (10pm-2am),UK,Urban,9872,Robbery,7.7,2,Male,18-25,1,0,1594.82,Firearm,Under Investigation,Closed - Solved,Police Station,8.7,1,35,Yes,No,No,Full Coverage,Partially Lit,3,64.5,Yes
CRM0006242,2020,7,Monday,Spring,Afternoon (12pm-6pm),UK,Urban,1516,Robbery,8.6,2,Male,26-35,0,0,214.61,Blunt Object,Convicted,Open - Active,Online Portal,12.7,2,23,No,No,No,No Coverage,Partially Lit,3,58.1,No
CRM0006243,2022,7,Sunday,Winter,Morning (6am-12pm),Germany,Suburban,668,Robbery,7.3,2,Male,36-45,3,1,678.95,None,Arrested,Closed - Unsolved,Police Station,20.9,6,148,Yes,No,No,Partial Coverage,Well Lit,4,53.7,Yes
CRM0006244,2023,4,Thursday,Winter,Late Night (2am-6am),USA,Suburban,306,Cybercrime,4.2,3,Male,46-55,0,0,363.66,Blunt Object,Unknown,Closed - Unsolved,Community Report,11.2,2,43,Yes,No,No,Full Coverage,Partially Lit,2,38.5,No
CRM0006245,2023,3,Saturday,Summer,Late Night (2am-6am),Germany,Urban,2590,Domestic Violence,6.7,1,Male,65+,2,0,27.48,Blunt Object,At Large,Closed - Solved,Police Station,58.6,2,24,Yes,Unknown,No,Partial Coverage,Partially Lit,0,42.3,No
CRM0006246,2023,8,Monday,Autumn,Night (10pm-2am),Nigeria,Rural,77,Theft,3.0,2,Unknown,18-25,0,0,931.66,Chemical,At Large,Open - Active,Online Portal,55.9,2,141,No,No,No,Partial Coverage,Poorly Lit,1,78.4,No
CRM0006247,2021,7,Tuesday,Winter,Night (10pm-2am),Indonesia,Suburban,284,Theft,4.1,1,Unknown,46-55,0,0,1023.75,None,At Large,Open - Active,Emergency Call,41.8,3,19,No,No,Unknown,Full Coverage,Partially Lit,1,50.3,No
CRM0006248,2023,4,Wednesday,Autumn,Evening (6pm-10pm),Pakistan,Rural,130,Drug Offense,4.7,1,Male,65+,0,0,45.46,Firearm,Arrested,Closed - Unsolved,Police Station,33.5,5,24,Yes,No,No,Partial Coverage,Poorly Lit,3,48.6,No
CRM0006249,2023,4,Sunday,Summer,Afternoon (12pm-6pm),USA,Rural,109,Vandalism,3.5,3,Female,46-55,0,0,180.42,Vehicle,Convicted,Closed - Solved,Community Report,25.0,5,7,Yes,No,No,No Coverage,Partially Lit,4,40.8,Yes
CRM0006250,2020,1,Monday,Spring,Night (10pm-2am),UK,Rural,217,Robbery,6.8,2,Female,Under 18,2,0,56.13,Knife,Arrested,Open - Cold Case,Police Station,66.0,2,68,No,Yes,No,Partial Coverage,No Lighting,3,50.2,No
CRM0006251,2022,11,Saturday,Summer,Night (10pm-2am),Pakistan,Urban,1328,Assault,8.0,1,Female,26-35,2,0,410.8,Knife,Arrested,Closed - Solved,Emergency Call,13.4,1,32,No,No,Unknown,No Coverage,Poorly Lit,1,34.8,No
CRM0006252,2021,7,Saturday,Autumn,Evening (6pm-10pm),USA,Urban,1345,Domestic Violence,5.9,1,Male,36-45,3,0,45.67,Vehicle,Unknown,Closed - Solved,Community Report,20.5,1,57,No,Unknown,No,Partial Coverage,Poorly Lit,1,49.1,No
CRM0006253,2022,1,Friday,Spring,Afternoon (12pm-6pm),Brazil,Suburban,240,Murder,9.8,1,Female,46-55,3,2,22.65,Knife,Convicted,Closed - Unsolved,Emergency Call,41.6,5,135,No,No,No,No Coverage,Partially Lit,1,70.8,No
CRM0006254,2020,10,Wednesday,Autumn,Late Night (2am-6am),France,Rural,78,Vandalism,2.2,1,Female,36-45,0,0,19.83,Unknown,Under Investigation,Closed - Solved,Police Station,22.7,3,200,No,No,No,No Coverage,Poorly Lit,4,84.1,No
CRM0006255,2022,10,Tuesday,Spring,Evening (6pm-10pm),Nigeria,Suburban,492,Murder,8.5,1,Male,18-25,0,1,91.78,Knife,At Large,Closed - Unsolved,Emergency Call,34.9,5,23,No,No,No,Partial Coverage,Poorly Lit,2,34.9,No
CRM0006256,2022,4,Wednesday,Winter,Afternoon (12pm-6pm),Indonesia,Suburban,439,Kidnapping,7.5,2,Male,26-35,5,0,19.27,Firearm,Arrested,Closed - Solved,Online Portal,51.3,1,40,No,No,Yes,Full Coverage,Partially Lit,1,43.0,No
CRM0006257,2023,11,Tuesday,Winter,Evening (6pm-10pm),USA,Remote,33,Assault,7.6,1,Female,46-55,4,0,55.12,Firearm,Unknown,Open - Active,Community Report,89.3,1,40,No,No,No,Partial Coverage,Partially Lit,2,62.4,No
CRM0006258,2023,3,Monday,Spring,Night (10pm-2am),Australia,Rural,78,Extortion,5.9,1,Male,26-35,0,0,6483.94,None,At Large,Open - Cold Case,Police Station,56.1,2,43,No,Unknown,Unknown,Partial Coverage,Well Lit,2,45.5,Yes
CRM0006259,2024,11,Sunday,Summer,Morning (6am-12pm),Nigeria,Rural,45,Robbery,7.0,3,Female,18-25,3,0,205.06,None,Arrested,Closed - Solved,Anonymous Tip,67.4,2,31,No,Unknown,Unknown,Partial Coverage,Poorly Lit,2,78.2,No
CRM0006260,2021,3,Friday,Autumn,Evening (6pm-10pm),Egypt,Suburban,232,Robbery,6.6,2,Unknown,46-55,3,1,28.71,Blunt Object,Arrested,Pending Trial,Emergency Call,17.1,4,108,No,No,No,Partial Coverage,Well Lit,4,52.3,No
CRM0006261,2020,12,Saturday,Autumn,Afternoon (12pm-6pm),UK,Suburban,186,Vandalism,3.9,1,Male,Under 18,0,0,72.7,Blunt Object,Unknown,Open - Active,Police Station,11.6,3,22,Yes,No,No,Partial Coverage,Well Lit,3,82.7,No
CRM0006262,2024,1,Friday,Winter,Afternoon (12pm-6pm),UK,Urban,1095,Burglary,4.7,1,Female,26-35,0,0,189.87,Unknown,At Large,Open - Active,Police Station,9.1,5,212,Yes,No,No,Partial Coverage,Poorly Lit,2,24.6,Yes
CRM0006263,2021,4,Monday,Spring,Late Night (2am-6am),Nigeria,Urban,3342,Assault,5.7,1,Unknown,18-25,2,0,580.03,Knife,Unknown,Open - Active,Police Station,26.1,4,22,No,No,No,Partial Coverage,No Lighting,0,19.6,Yes
CRM0006264,2024,1,Tuesday,Winter,Night (10pm-2am),Canada,Urban,769,Theft,4.8,3,Female,18-25,0,0,162.96,Unknown,Arrested,Closed - Solved,Online Portal,39.9,1,15,No,Yes,No,No Coverage,Partially Lit,1,58.5,No
CRM0006265,2024,8,Sunday,Spring,Evening (6pm-10pm),Pakistan,Suburban,322,Assault,7.7,1,Male,36-45,2,0,25.96,None,Convicted,Closed - Unsolved,Online Portal,46.6,5,15,No,No,Yes,Full Coverage,Partially Lit,1,33.0,No
CRM0006266,2022,1,Saturday,Winter,Evening (6pm-10pm),Australia,Remote,32,Fraud,4.0,2,Female,18-25,0,0,2016.38,None,Arrested,Closed - Solved,Police Station,113.0,1,19,No,No,Unknown,Full Coverage,Well Lit,3,82.4,No
CRM0006267,2024,12,Tuesday,Summer,Late Night (2am-6am),USA,Rural,45,Burglary,6.6,1,Male,65+,0,0,111.07,Firearm,Arrested,Closed - Unsolved,Community Report,22.6,2,32,Yes,No,Yes,Partial Coverage,Well Lit,2,80.6,Yes
CRM0006268,2020,6,Friday,Autumn,Evening (6pm-10pm),South Africa,Rural,108,Domestic Violence,5.7,2,Female,36-45,2,0,20.35,None,Under Investigation,Closed - Unsolved,Emergency Call,58.6,3,6,No,No,No,Partial Coverage,No Lighting,4,39.2,No
CRM0006269,2021,7,Sunday,Summer,Morning (6am-12pm),Mexico,Suburban,327,Drug Offense,4.3,1,Male,26-35,0,0,39.85,Knife,Arrested,Closed - Unsolved,Anonymous Tip,23.4,1,5,No,No,Yes,Partial Coverage,Poorly Lit,1,61.6,No
CRM0006270,2023,10,Saturday,Winter,Evening (6pm-10pm),UK,Rural,100,Theft,4.5,1,Female,65+,0,0,332.18,Knife,Arrested,Open - Active,Online Portal,92.1,2,14,No,No,No,Partial Coverage,Well Lit,1,80.5,No
CRM0006271,2022,12,Sunday,Winter,Evening (6pm-10pm),Nigeria,Suburban,322,Fraud,6.1,1,Unknown,18-25,0,0,1855.86,None,Unknown,Open - Active,Online Portal,35.1,3,37,Unknown,No,No,No Coverage,Partially Lit,4,41.3,No
CRM0006272,2024,2,Sunday,Winter,Night (10pm-2am),UK,Remote,10,Robbery,6.9,3,Male,Under 18,4,0,307.87,Unknown,Arrested,Closed - Solved,Emergency Call,28.2,2,40,No,Yes,Unknown,Full Coverage,Partially Lit,4,71.4,No
CRM0006273,2020,4,Friday,Winter,Evening (6pm-10pm),Brazil,Suburban,111,Cybercrime,3.3,4,Female,36-45,0,0,7317.89,None,At Large,Open - Active,Police Station,33.8,6,25,No,Yes,Yes,Partial Coverage,Well Lit,1,32.3,No
CRM0006274,2022,11,Sunday,Autumn,Morning (6am-12pm),South Africa,Suburban,385,Theft,2.6,1,Male,18-25,0,0,314.68,Knife,At Large,Closed - Unsolved,Community Report,8.2,2,37,Yes,No,No,No Coverage,No Lighting,3,73.0,No
CRM0006275,2023,3,Thursday,Winter,Morning (6am-12pm),France,Suburban,351,Domestic Violence,7.3,2,Female,36-45,2,0,69.36,Knife,Arrested,Open - Active,Police Station,21.1,3,23,No,No,No,Partial Coverage,Poorly Lit,1,73.4,No
CRM0006276,2023,9,Thursday,Autumn,Morning (6am-12pm),Mexico,Rural,79,Sexual Assault,9.9,1,Female,65+,2,0,334.17,Unknown,At Large,Closed - Unsolved,Police Station,54.4,3,18,No,No,Yes,Partial Coverage,Well Lit,6,40.5,No
CRM0006277,2021,7,Saturday,Spring,Morning (6am-12pm),France,Urban,2879,Robbery,6.8,2,Male,46-55,4,1,196.99,None,At Large,Closed - Unsolved,Police Station,17.6,3,66,No,No,No,No Coverage,Poorly Lit,2,20.1,No
CRM0006278,2022,2,Thursday,Spring,Morning (6am-12pm),South Africa,Remote,23,Fraud,6.3,2,Male,36-45,0,0,2966.84,Unknown,At Large,Open - Cold Case,Emergency Call,80.4,2,39,No,No,No,Partial Coverage,Poorly Lit,2,45.9,No
CRM0006279,2024,11,Friday,Summer,Night (10pm-2am),USA,Urban,621,Murder,8.5,2,Female,26-35,2,2,162.07,Knife,Under Investigation,Closed - Unsolved,Police Station,29.4,2,48,Yes,No,Unknown,No Coverage,Well Lit,4,24.7,No
CRM0006280,2021,12,Tuesday,Spring,Night (10pm-2am),Pakistan,Suburban,1036,Assault,7.0,1,Male,65+,0,0,36.63,Unknown,Arrested,Open - Active,Community Report,2.0,2,32,No,No,Unknown,Partial Coverage,No Lighting,5,63.6,No
CRM0006281,2024,6,Monday,Spring,Evening (6pm-10pm),Egypt,Suburban,378,Fraud,3.3,1,Female,18-25,0,0,116.94,None,Convicted,Closed - Unsolved,Police Station,14.8,3,39,Unknown,Yes,Unknown,No Coverage,Poorly Lit,4,61.7,No
CRM0006282,2023,9,Sunday,Summer,Night (10pm-2am),UK,Remote,8,Domestic Violence,6.8,2,Female,56-65,0,0,57.07,None,Under Investigation,Open - Cold Case,Police Station,53.0,3,58,No,Unknown,Yes,No Coverage,Partially Lit,1,64.6,No
CRM0006283,2023,12,Monday,Autumn,Night (10pm-2am),India,Urban,1746,Assault,5.8,2,Male,18-25,1,0,51.92,Knife,Acquitted,Closed - Solved,Police Station,21.2,4,229,Yes,No,No,Full Coverage,Partially Lit,2,66.6,Yes
CRM0006284,2023,3,Sunday,Autumn,Night (10pm-2am),Mexico,Urban,389,Theft,4.8,1,Female,36-45,0,0,2794.44,None,Under Investigation,Closed - Solved,Community Report,23.9,2,21,No,No,No,Partial Coverage,Poorly Lit,4,39.0,No
CRM0006285,2021,11,Wednesday,Winter,Afternoon (12pm-6pm),Pakistan,Rural,75,Arson,6.9,1,Unknown,46-55,8,1,110.48,None,Under Investigation,Closed - Unsolved,Community Report,35.0,4,18,No,Unknown,No,Partial Coverage,Well Lit,3,57.5,No
CRM0006286,2023,6,Friday,Summer,Afternoon (12pm-6pm),France,Urban,14598,Drug Offense,5.2,1,Female,18-25,0,0,19.57,None,Convicted,Open - Active,Emergency Call,16.5,5,136,Unknown,No,Unknown,Partial Coverage,Well Lit,4,39.3,Yes
CRM0006287,2024,3,Friday,Summer,Evening (6pm-10pm),Pakistan,Urban,6428,Domestic Violence,7.5,1,Female,36-45,4,0,9.03,None,Convicted,Closed - Solved,Emergency Call,32.1,5,17,No,No,No,Partial Coverage,Poorly Lit,1,28.2,Yes
CRM0006288,2022,3,Wednesday,Autumn,Morning (6am-12pm),UK,Urban,1643,Fraud,4.8,1,Female,46-55,0,0,461.32,None,Arrested,Closed - Solved,Emergency Call,10.8,3,32,Yes,No,Unknown,Partial Coverage,Well Lit,4,71.8,No
CRM0006289,2024,4,Thursday,Spring,Night (10pm-2am),Pakistan,Urban,9636,Theft,2.7,5,Female,36-45,0,0,456.59,Unknown,Under Investigation,Closed - Unsolved,Anonymous Tip,20.1,4,18,Unknown,No,No,No Coverage,Well Lit,1,61.2,Yes
CRM0006290,2022,9,Friday,Autumn,Late Night (2am-6am),Canada,Suburban,654,Robbery,7.6,5,Female,46-55,2,0,280.45,None,At Large,Open - Cold Case,Police Station,20.2,5,90,Yes,Yes,Yes,Partial Coverage,Well Lit,0,75.4,No
CRM0006291,2020,11,Thursday,Autumn,Afternoon (12pm-6pm),Brazil,Urban,2537,Assault,7.5,1,Female,56-65,1,0,300.26,None,Convicted,Open - Active,Emergency Call,2.6,2,24,No,Yes,Yes,Full Coverage,Well Lit,7,70.3,No
CRM0006292,2022,8,Saturday,Spring,Night (10pm-2am),India,Suburban,516,Assault,6.3,2,Male,46-55,3,0,51.16,Vehicle,Arrested,Closed - Unsolved,Police Station,25.7,8,14,No,No,No,Full Coverage,Well Lit,3,84.7,No
CRM0006293,2024,1,Friday,Autumn,Morning (6am-12pm),Canada,Rural,329,Theft,2.4,2,Male,46-55,0,0,712.68,None,Unknown,Closed - Solved,Emergency Call,5.2,3,19,No,Yes,No,Partial Coverage,Well Lit,3,59.9,No
CRM0006294,2021,12,Thursday,Summer,Afternoon (12pm-6pm),Germany,Suburban,1030,Murder,8.8,1,Male,18-25,3,3,205.37,Knife,At Large,Open - Active,Community Report,24.7,2,67,No,No,No,Full Coverage,Poorly Lit,1,74.6,No
CRM0006295,2024,11,Saturday,Winter,Afternoon (12pm-6pm),USA,Urban,1428,Assault,7.9,2,Female,26-35,0,0,522.91,Blunt Object,Under Investigation,Closed - Unsolved,Emergency Call,51.0,3,33,Yes,No,Yes,Full Coverage,Well Lit,1,49.8,No
CRM0006296,2024,1,Saturday,Spring,Evening (6pm-10pm),Canada,Suburban,1594,Extortion,5.2,1,Female,18-25,0,0,3929.35,None,Arrested,Open - Active,Police Station,46.7,4,33,Unknown,No,Yes,Full Coverage,Partially Lit,5,76.5,Yes
CRM0006297,2022,7,Saturday,Spring,Evening (6pm-10pm),Brazil,Suburban,432,Burglary,5.2,1,Female,36-45,0,0,141.89,Unknown,Arrested,Open - Active,Police Station,17.4,5,52,Yes,No,No,No Coverage,Well Lit,2,57.0,No
CRM0006298,2020,3,Friday,Winter,Night (10pm-2am),South Africa,Urban,3743,Trafficking,9.3,1,Male,56-65,0,0,21651.27,None,Arrested,Closed - Solved,Emergency Call,25.1,2,10,Yes,No,No,No Coverage,Poorly Lit,2,70.4,No
CRM0006299,2023,11,Tuesday,Autumn,Late Night (2am-6am),India,Suburban,1088,Arson,6.2,1,Female,46-55,9,0,41.67,Vehicle,Arrested,Closed - Unsolved,Police Station,28.6,2,52,No,No,No,Partial Coverage,Well Lit,5,71.3,No
CRM0006300,2021,7,Sunday,Spring,Night (10pm-2am),UK,Urban,702,Assault,6.0,1,Female,36-45,3,0,98.25,None,Convicted,Closed - Solved,Police Station,20.0,5,130,No,Unknown,Yes,No Coverage,Well Lit,2,58.5,No
CRM0006301,2023,9,Sunday,Winter,Afternoon (12pm-6pm),Germany,Suburban,334,Murder,9.9,5,Male,26-35,3,2,167.42,None,Under Investigation,Closed - Solved,Police Station,84.3,5,85,Yes,No,No,Partial Coverage,Partially Lit,4,79.3,No
CRM0006302,2022,3,Tuesday,Winter,Evening (6pm-10pm),Brazil,Urban,7605,Burglary,4.1,1,Male,18-25,0,0,1715.34,Firearm,At Large,Open - Active,Police Station,18.9,4,18,Unknown,Unknown,Yes,Full Coverage,Partially Lit,2,49.2,No
CRM0006303,2022,3,Wednesday,Winter,Night (10pm-2am),Mexico,Urban,810,Sexual Assault,9.3,1,Male,26-35,3,0,427.98,Firearm,Convicted,Closed - Solved,Police Station,44.4,4,24,Yes,Yes,No,Full Coverage,Well Lit,4,52.9,No
CRM0006304,2023,2,Friday,Spring,Morning (6am-12pm),India,Urban,3427,Kidnapping,8.7,2,Female,26-35,0,0,96.82,Vehicle,At Large,Open - Cold Case,Emergency Call,19.5,2,8,Yes,No,No,No Coverage,Poorly Lit,1,66.2,No
CRM0006305,2022,10,Sunday,Summer,Night (10pm-2am),Pakistan,Suburban,770,Fraud,4.1,1,Female,26-35,0,0,11279.04,None,Arrested,Open - Active,Online Portal,44.4,8,31,No,No,Yes,Partial Coverage,Well Lit,4,51.2,No
CRM0006306,2022,1,Tuesday,Spring,Afternoon (12pm-6pm),Australia,Urban,611,Drug Offense,4.6,1,Female,26-35,0,0,82.78,None,Arrested,Open - Cold Case,Community Report,11.1,5,5,Yes,No,Unknown,Partial Coverage,Partially Lit,1,40.8,No
CRM0006307,2022,9,Wednesday,Spring,Late Night (2am-6am),France,Rural,21,Burglary,6.7,2,Female,46-55,0,0,133.0,Firearm,At Large,Open - Active,Emergency Call,102.7,5,10,Yes,No,No,Partial Coverage,No Lighting,2,60.9,No
CRM0006308,2022,6,Wednesday,Spring,Late Night (2am-6am),Nigeria,Suburban,315,Burglary,6.3,1,Female,26-35,0,0,1255.73,Knife,Acquitted,Closed - Solved,Police Station,20.4,2,21,No,No,No,Partial Coverage,Partially Lit,4,81.9,No
CRM0006309,2022,6,Saturday,Winter,Afternoon (12pm-6pm),India,Rural,128,Cybercrime,3.3,3,Male,18-25,0,0,73.58,Knife,Under Investigation,Closed - Solved,Police Station,35.2,10,15,Yes,No,No,Partial Coverage,Well Lit,6,43.2,No
CRM0006310,2024,8,Thursday,Autumn,Afternoon (12pm-6pm),Egypt,Rural,41,Theft,2.6,1,Female,36-45,0,0,391.61,None,Under Investigation,Open - Active,Emergency Call,25.1,3,57,Yes,Yes,No,Partial Coverage,Well Lit,3,45.4,No
CRM0006311,2022,11,Saturday,Summer,Late Night (2am-6am),Mexico,Urban,1867,Cybercrime,4.9,1,Male,46-55,0,0,3194.32,None,Under Investigation,Closed - Unsolved,Police Station,17.3,4,131,No,Unknown,No,No Coverage,Well Lit,4,37.8,No
CRM0006312,2022,5,Thursday,Winter,Evening (6pm-10pm),Brazil,Urban,5837,Kidnapping,7.8,1,Unknown,36-45,8,0,477.42,Unknown,At Large,Closed - Solved,Emergency Call,28.2,5,40,Unknown,No,Yes,Partial Coverage,Poorly Lit,3,60.4,No
CRM0006313,2023,9,Wednesday,Winter,Night (10pm-2am),Turkey,Suburban,801,Robbery,7.5,1,Male,46-55,1,0,125.27,None,At Large,Closed - Unsolved,Police Station,23.1,1,90,No,No,No,No Coverage,Poorly Lit,4,52.2,Yes
CRM0006314,2021,11,Thursday,Winter,Evening (6pm-10pm),South Africa,Rural,397,Robbery,8.9,2,Male,36-45,0,0,1336.6,None,Acquitted,Open - Active,Emergency Call,37.5,2,31,Yes,No,No,Full Coverage,Well Lit,2,49.3,No
CRM0006315,2021,5,Wednesday,Autumn,Evening (6pm-10pm),Nigeria,Urban,741,Theft,3.3,2,Female,26-35,0,0,522.36,Knife,Arrested,Closed - Solved,Emergency Call,19.9,2,51,No,No,Yes,Partial Coverage,Poorly Lit,2,63.1,No
CRM0006316,2024,2,Tuesday,Summer,Evening (6pm-10pm),Mexico,Suburban,1442,Burglary,6.6,2,Male,36-45,0,0,267.44,Blunt Object,Acquitted,Open - Active,Emergency Call,73.4,4,30,Yes,No,No,No Coverage,Partially Lit,4,71.6,No
